"","Utility ID.x","Utility Name.x","Plant Code","Plant Name.x","State.x","County.x","Generator ID","Status","Technology","Prime Mover","Sector Name.x","Sector.x","Nameplate Capacity (MW)","Summer Capacity (MW)","Winter Capacity (MW)","Operating Month","Operating Year","Lenses / Mirrors?","Single-Axis Tracking?","Dual-Axis Tracking?","Fixed Tilt?","East West Fixed Tilt?","Parabolic Trough?","Linear Fresnel?","Power Tower?","Dish Engine?","Other Solar Technology?","Azimuth Angle","Tilt Angle","DC Net Capacity (MW)","Crystalline Silicon?","Thin-Film (CdTe)?","Thin-Film (A-Si)?","Thin-Film (CIGS)?","Thin-Film (Other)?","Other Materials?","Net Metering Agreement?","Net Metering DC Capacity (MW)","Virtual Net Metering Agreement?","Virtual Net Metering DC Capacity (MW)","Utility ID.y","Utility Name.y","Plant Name.y","Street Address","City","State.y","Zip","County.y","Latitude","Longitude","NERC Region","Balancing Authority Code","Balancing Authority Name","Name of Water Source","Primary Purpose (NAICS Code)","Regulatory Status","Sector.y","Sector Name.y","FERC Cogeneration Status","FERC Cogeneration Docket Number","FERC Small Power Producer Status","FERC Small Power Producer Docket Number","FERC Exempt Wholesale Generator Status","FERC Exempt Wholesale Generator Docket Number","Ash Impoundment?","Ash Impoundment Lined?","Ash Impoundment Status","Transmission or Distribution System Owner","Transmission or Distribution System Owner ID","Transmission or Distribution System Owner State","Grid Voltage (kV)","Grid Voltage 2 (kV)","Grid Voltage 3 (kV)","Energy Storage","Natural Gas LDC Name","Natural Gas Pipeline Name 1","Natural Gas Pipeline Name 2","Natural Gas Pipeline Name 3","Pipeline Notes","Natural Gas Storage","Liquefied Natural Gas Storage"
"37",54902,"SunE Alamosa1 LLC",56481,"SunE Alamosa","CO","Alamosa","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,12,2007,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,20,1,"Y",NA,NA,NA,NA,NA,"Y",1,"N",NA,54902,"SunE Alamosa1 LLC","SunE Alamosa","8900 Lane 8N","Hooper","CO",81136,"Alamosa",37.690304,-105.880501,"WECC","PSCO","Public Service Company of Colorado","n/a",22,"NR",2,"IPP Non-CHP","N",NA,"Y","07-159-000, 07-159-001","N",NA,NA,"X",NA,"Public Service Co of Colorado",15466,"CO",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"38",54902,"SunE Alamosa1 LLC",56481,"SunE Alamosa","CO","Alamosa","2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,7.2,6.7,6.7,12,2007,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,20,7.2,"Y",NA,NA,NA,NA,NA,"Y",7.2,"N",NA,54902,"SunE Alamosa1 LLC","SunE Alamosa","8900 Lane 8N","Hooper","CO",81136,"Alamosa",37.690304,-105.880501,"WECC","PSCO","Public Service Company of Colorado","n/a",22,"NR",2,"IPP Non-CHP","N",NA,"Y","07-159-000, 07-159-001","N",NA,NA,"X",NA,"Public Service Co of Colorado",15466,"CO",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"39",55710,"Nevada Gold Mines",56500,"Western 102 Power Plant","NV","Storey","PV1","OP","Solar Photovoltaic","PV","Industrial Non-CHP",6,1,1,1,12,2007,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,21,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55710,"Nevada Gold Mines","Western 102 Power Plant","2555 Waltham Way","McCarran","NV",89434,"Storey",39.5603,-119.5108,"WECC","NEVP","Nevada Power Company",NA,2122,"NR",6,"Industrial Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Nevada Power Co",13407,"NV",120,NA,NA,"N",NA,"TUSCARORA GAS TRANSMISSION CO",NA,NA,"Sierra Pacific Power company gas supply is not used for power generation.","N","X"
"40",56203,"Solar Star NAFB LLC",56568,"Nellis Air Force Base Solar Array","NV","Clark","NS1","OP","Solar Photovoltaic","PV","Commercial Non-CHP",4,4.9,4.9,4.9,10,2007,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,4.9,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,56203,"Solar Star NAFB LLC","Nellis Air Force Base Solar Array","North Las Vegas Blvd","Las Vegas","NV",89191,"Clark",36.260278,-115.0544,"WECC","NEVP","Nevada Power Company",NA,928,"NR",4,"Commercial Non-CHP","N",NA,"Y","07-173","N",NA,NA,"X",NA,"Nevada Power Co",13407,"NV",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"41",56203,"Solar Star NAFB LLC",56568,"Nellis Air Force Base Solar Array","NV","Clark","NS2","OP","Solar Photovoltaic","PV","Commercial Non-CHP",4,5.2,5.2,5.2,11,2007,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,56203,"Solar Star NAFB LLC","Nellis Air Force Base Solar Array","North Las Vegas Blvd","Las Vegas","NV",89191,"Clark",36.260278,-115.0544,"WECC","NEVP","Nevada Power Company",NA,928,"NR",4,"Commercial Non-CHP","N",NA,"Y","07-173","N",NA,NA,"X",NA,"Nevada Power Co",13407,"NV",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"42",56203,"Solar Star NAFB LLC",56568,"Nellis Air Force Base Solar Array","NV","Clark","NS3","OP","Solar Photovoltaic","PV","Commercial Non-CHP",4,3.9,3.9,3.9,12,2007,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.9,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,56203,"Solar Star NAFB LLC","Nellis Air Force Base Solar Array","North Las Vegas Blvd","Las Vegas","NV",89191,"Clark",36.260278,-115.0544,"WECC","NEVP","Nevada Power Company",NA,928,"NR",4,"Commercial Non-CHP","N",NA,"Y","07-173","N",NA,NA,"X",NA,"Nevada Power Co",13407,"NV",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"43",55910,"Lanai Sustainability Research LLC",56667,"Lanai Solar-Electric Plant","HI","Maui","0001","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.1,0.1,0.1,12,2008,NA,"N",NA,NA,"N",NA,NA,NA,NA,"Y",NA,NA,0.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55910,"Lanai Sustainability Research LLC","Lanai Solar-Electric Plant","Manele Road & Kaumalapau Hwy","Lanai City","HI",96763,"Maui",20.7667,-156.9233,"HICC",NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Maui Electric Co Ltd",11843,"HI",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"44",55910,"Lanai Sustainability Research LLC",56667,"Lanai Solar-Electric Plant","HI","Maui","0002","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.1,0.1,0.1,12,2008,NA,"N",NA,NA,"N",NA,NA,NA,NA,"Y",NA,NA,0.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55910,"Lanai Sustainability Research LLC","Lanai Solar-Electric Plant","Manele Road & Kaumalapau Hwy","Lanai City","HI",96763,"Maui",20.7667,-156.9233,"HICC",NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Maui Electric Co Ltd",11843,"HI",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"45",55910,"Lanai Sustainability Research LLC",56667,"Lanai Solar-Electric Plant","HI","Maui","0003","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.1,0.1,0.1,12,2008,NA,"N",NA,NA,"N",NA,NA,NA,NA,"Y",NA,NA,0.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55910,"Lanai Sustainability Research LLC","Lanai Solar-Electric Plant","Manele Road & Kaumalapau Hwy","Lanai City","HI",96763,"Maui",20.7667,-156.9233,"HICC",NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Maui Electric Co Ltd",11843,"HI",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"46",55910,"Lanai Sustainability Research LLC",56667,"Lanai Solar-Electric Plant","HI","Maui","0004","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.1,0.1,0.1,12,2008,NA,"N",NA,NA,"N",NA,NA,NA,NA,"Y",NA,NA,0.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55910,"Lanai Sustainability Research LLC","Lanai Solar-Electric Plant","Manele Road & Kaumalapau Hwy","Lanai City","HI",96763,"Maui",20.7667,-156.9233,"HICC",NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Maui Electric Co Ltd",11843,"HI",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"47",55910,"Lanai Sustainability Research LLC",56667,"Lanai Solar-Electric Plant","HI","Maui","0005","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.1,0.1,0.1,12,2008,NA,"N",NA,NA,"N",NA,NA,NA,NA,"Y",NA,NA,0.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55910,"Lanai Sustainability Research LLC","Lanai Solar-Electric Plant","Manele Road & Kaumalapau Hwy","Lanai City","HI",96763,"Maui",20.7667,-156.9233,"HICC",NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Maui Electric Co Ltd",11843,"HI",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"48",55910,"Lanai Sustainability Research LLC",56667,"Lanai Solar-Electric Plant","HI","Maui","0006","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.1,0.1,0.1,12,2008,NA,"N",NA,NA,"N",NA,NA,NA,NA,"Y",NA,NA,0.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55910,"Lanai Sustainability Research LLC","Lanai Solar-Electric Plant","Manele Road & Kaumalapau Hwy","Lanai City","HI",96763,"Maui",20.7667,-156.9233,"HICC",NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Maui Electric Co Ltd",11843,"HI",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"49",55910,"Lanai Sustainability Research LLC",56667,"Lanai Solar-Electric Plant","HI","Maui","0007","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.1,0.1,0.1,12,2008,NA,"N",NA,NA,"N",NA,NA,NA,NA,"Y",NA,NA,0.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55910,"Lanai Sustainability Research LLC","Lanai Solar-Electric Plant","Manele Road & Kaumalapau Hwy","Lanai City","HI",96763,"Maui",20.7667,-156.9233,"HICC",NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Maui Electric Co Ltd",11843,"HI",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"50",55910,"Lanai Sustainability Research LLC",56667,"Lanai Solar-Electric Plant","HI","Maui","0008","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.1,0.1,0.1,12,2008,NA,"N",NA,NA,"N",NA,NA,NA,NA,"Y",NA,NA,0.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55910,"Lanai Sustainability Research LLC","Lanai Solar-Electric Plant","Manele Road & Kaumalapau Hwy","Lanai City","HI",96763,"Maui",20.7667,-156.9233,"HICC",NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Maui Electric Co Ltd",11843,"HI",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"51",55910,"Lanai Sustainability Research LLC",56667,"Lanai Solar-Electric Plant","HI","Maui","0009","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.1,0.1,0.1,12,2008,NA,"N",NA,NA,"N",NA,NA,NA,NA,"Y",NA,NA,0.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55910,"Lanai Sustainability Research LLC","Lanai Solar-Electric Plant","Manele Road & Kaumalapau Hwy","Lanai City","HI",96763,"Maui",20.7667,-156.9233,"HICC",NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Maui Electric Co Ltd",11843,"HI",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"52",55910,"Lanai Sustainability Research LLC",56667,"Lanai Solar-Electric Plant","HI","Maui","0010","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.1,0.1,0.1,12,2008,NA,"N",NA,NA,"N",NA,NA,NA,NA,"Y",NA,NA,0.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55910,"Lanai Sustainability Research LLC","Lanai Solar-Electric Plant","Manele Road & Kaumalapau Hwy","Lanai City","HI",96763,"Maui",20.7667,-156.9233,"HICC",NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Maui Electric Co Ltd",11843,"HI",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"53",55910,"Lanai Sustainability Research LLC",56667,"Lanai Solar-Electric Plant","HI","Maui","0011","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.1,0.1,0.1,12,2008,NA,"N",NA,NA,"N",NA,NA,NA,NA,"Y",NA,NA,0.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55910,"Lanai Sustainability Research LLC","Lanai Solar-Electric Plant","Manele Road & Kaumalapau Hwy","Lanai City","HI",96763,"Maui",20.7667,-156.9233,"HICC",NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Maui Electric Co Ltd",11843,"HI",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"54",55910,"Lanai Sustainability Research LLC",56667,"Lanai Solar-Electric Plant","HI","Maui","0012","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.1,0.1,0.1,12,2008,NA,"N",NA,NA,"N",NA,NA,NA,NA,"Y",NA,NA,0.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55910,"Lanai Sustainability Research LLC","Lanai Solar-Electric Plant","Manele Road & Kaumalapau Hwy","Lanai City","HI",96763,"Maui",20.7667,-156.9233,"HICC",NA,NA,NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Maui Electric Co Ltd",11843,"HI",12,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"55",55961,"CalRenew-1 LLC",56768,"CalRenew-1","CA","Fresno","CR1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,5,4,2010,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,198,20,6.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,55961,"CalRenew-1 LLC","CalRenew-1","450 Belmont Avenue","Mendota","CA",93640,"Fresno",36.7575,-120.3658,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","10-138-000","N",NA,NA,"X",NA,"Pacific Gas & Electric Co",14328,"CA",70,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"56",56023,"Arizona Solar One LLC",56812,"Solana Generating Station","AZ","Maricopa","GEN 1","OP","Solar Thermal with Energy Storage","CP","IPP Non-CHP",2,140,147.8,147.8,10,2013,NA,"Y",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,56023,"Arizona Solar One LLC","Solana Generating Station","57750 S. Painted Rock Dam Road","Gila Bend","AZ",85337,"Maricopa",32.922294,-112.95594,"WECC","AZPS","Arizona Public Service Company","GW",22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","ER10-2774-000, ER10-2774-001","N","X",NA,"Arizona Public Service Co",803,"AZ",230,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"57",56023,"Arizona Solar One LLC",56812,"Solana Generating Station","AZ","Maricopa","GEN2","OP","Solar Thermal with Energy Storage","CP","IPP Non-CHP",2,140,147.8,147.8,10,2013,NA,"Y",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,56023,"Arizona Solar One LLC","Solana Generating Station","57750 S. Painted Rock Dam Road","Gila Bend","AZ",85337,"Maricopa",32.922294,-112.95594,"WECC","AZPS","Arizona Public Service Company","GW",22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"Y","ER10-2774-000, ER10-2774-001","N","X",NA,"Arizona Public Service Co",803,"AZ",230,NA,NA,"Y",NA,NA,NA,NA,NA,"N","X"
"58",56028,"MMA Fresno Power LP",56813,"CSU Fresno Solar Project","CA","Fresno","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.5,0.5,0.5,12,2007,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,30,0.6,"Y",NA,NA,NA,NA,NA,"Y",0.5,"N",NA,56028,"MMA Fresno Power LP","CSU Fresno Solar Project","5241 North Maple Ave.","Fresno","CA",93740,"Fresno",36.809841,-119.741665,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","08-92-00","N",NA,"N","X",NA,"Pacific Gas & Electric Co",14328,"CA",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"59",56028,"MMA Fresno Power LP",56813,"CSU Fresno Solar Project","CA","Fresno","2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.5,0.5,0.5,12,2007,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,2,0.6,"Y",NA,NA,NA,NA,NA,"Y",0.5,"N",NA,56028,"MMA Fresno Power LP","CSU Fresno Solar Project","5241 North Maple Ave.","Fresno","CA",93740,"Fresno",36.809841,-119.741665,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","08-92-00","N",NA,"N","X",NA,"Pacific Gas & Electric Co",14328,"CA",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"60",56027,"MMA LA Power LP",56814,"ELACC Photovoltaic Power Facility","CA","Los Angeles","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.5,0.4,0.3,5,2008,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,2,0.6,"Y",NA,NA,NA,NA,NA,"Y",0.5,"N",NA,56027,"MMA LA Power LP","ELACC Photovoltaic Power Facility","1301 Avenida Cesar Chavez","Los Angeles","CA",91754,"Los Angeles",34.040278,-118.148056,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","08-521-000","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",4.16,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"61",56027,"MMA LA Power LP",56814,"ELACC Photovoltaic Power Facility","CA","Los Angeles","PV2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.5,0.4,0.3,5,2008,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,2,0.6,"Y",NA,NA,NA,NA,NA,"Y",0.5,"N",NA,56027,"MMA LA Power LP","ELACC Photovoltaic Power Facility","1301 Avenida Cesar Chavez","Los Angeles","CA",91754,"Los Angeles",34.040278,-118.148056,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","08-521-000","N",NA,"N","X",NA,"Southern California Edison Co",17609,"CA",4.16,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"62",56026,"MMA DAS Power",56815,"Denver Int Airport","CO","Denver","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.9,1.9,1.8,9,2008,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,90,NA,2,"Y",NA,NA,NA,NA,NA,"Y",1.8,"N",NA,56026,"MMA DAS Power","Denver Int Airport","8500 Pena Blvd","Denver","CO",80249,"Denver",39.836789,-104.697149,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","08-696","N",NA,"N","X",NA,"Public Service Co of Colorado",15466,"CO",4.16,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"63",56105,"MMA WBF Power LP",56862,"Bolthouse S&P and Rowen Farms Solar","CA","Los Angeles","1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.3,0.3,0.3,11,2008,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,15,0.6,"Y",NA,NA,NA,NA,NA,"Y",0.3,"N",NA,56105,"MMA WBF Power LP","Bolthouse S&P and Rowen Farms Solar","24476 E Ave R-8","Palmdale","CA",93591,"Los Angeles",34.5644,-117.6933,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Southern California Edison Co",17609,"CA",4.16,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"64",56105,"MMA WBF Power LP",56862,"Bolthouse S&P and Rowen Farms Solar","CA","Los Angeles","2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.3,0.3,0.3,11,2008,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,15,0.4,"Y",NA,NA,NA,NA,NA,"Y",0.3,"N",NA,56105,"MMA WBF Power LP","Bolthouse S&P and Rowen Farms Solar","24476 E Ave R-8","Palmdale","CA",93591,"Los Angeles",34.5644,-117.6933,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Southern California Edison Co",17609,"CA",4.16,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"65",56105,"MMA WBF Power LP",56862,"Bolthouse S&P and Rowen Farms Solar","CA","Los Angeles","3","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.3,0.3,0.3,11,2008,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,15,0.4,"Y",NA,NA,NA,NA,NA,"Y",0.3,"N",NA,56105,"MMA WBF Power LP","Bolthouse S&P and Rowen Farms Solar","24476 E Ave R-8","Palmdale","CA",93591,"Los Angeles",34.5644,-117.6933,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Southern California Edison Co",17609,"CA",4.16,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"66",56105,"MMA WBF Power LP",56862,"Bolthouse S&P and Rowen Farms Solar","CA","Los Angeles","4","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.3,0.3,0.3,11,2008,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,15,0.4,"Y",NA,NA,NA,NA,NA,"Y",0.3,"N",NA,56105,"MMA WBF Power LP","Bolthouse S&P and Rowen Farms Solar","24476 E Ave R-8","Palmdale","CA",93591,"Los Angeles",34.5644,-117.6933,"WECC","CISO","California Independent System Operator",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Southern California Edison Co",17609,"CA",4.16,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"67",57170,"EDF Renewable Asset Holdings, Inc.",56875,"Sacramento Soleil LLC","CA","Sacramento","TBD","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,8,2008,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,205,45,1.3,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,57170,"EDF Renewable Asset Holdings, Inc.","Sacramento Soleil LLC","13345 Apple Rd","Wilton","CA",95693,"Sacramento",38.44979,-121.16469,"WECC","BANC","Balancing Authority of Northern California",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Sacramento Municipal Util Dist",16534,"CA",12,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"68",59100,"Sunlight General Solar Fund II, LLC",56877,"Hall's Warehouse Solar Project","NJ","Middlesex","TBD","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.6,1.6,1.6,2,2009,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,192,5,1.8,NA,"Y",NA,NA,NA,NA,"Y",1.8,"N",NA,59100,"Sunlight General Solar Fund II, LLC","Hall's Warehouse Solar Project","501 Kentile Rd","South Plainfield","NJ",7080,"Middlesex",40.573708,-74.394414,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,"X",NA,"Public Service Elec & Gas Co",15477,"NJ",0.48,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"69",57249,"EPP Renewable Energy",56883,"Pennsauken Solar","NJ","Camden","GEN 1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.2,0.2,0.2,6,2006,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,195,25,0.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,57249,"EPP Renewable Energy","Pennsauken Solar","9600 River Road","Pennsauken","NJ",8110,"Camden",39.9894,-75.04,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Public Service Elec & Gas Co",15477,"NJ",26.4,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"70",57249,"EPP Renewable Energy",56883,"Pennsauken Solar","NJ","Camden","GEN 2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.2,0.2,0.2,6,2006,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,195,25,0.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,57249,"EPP Renewable Energy","Pennsauken Solar","9600 River Road","Pennsauken","NJ",8110,"Camden",39.9894,-75.04,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Public Service Elec & Gas Co",15477,"NJ",26.4,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"71",57249,"EPP Renewable Energy",56883,"Pennsauken Solar","NJ","Camden","GEN 3","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.1,0.1,0.1,12,2007,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,195,25,0.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,57249,"EPP Renewable Energy","Pennsauken Solar","9600 River Road","Pennsauken","NJ",8110,"Camden",39.9894,-75.04,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Public Service Elec & Gas Co",15477,"NJ",26.4,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"72",57249,"EPP Renewable Energy",56883,"Pennsauken Solar","NJ","Camden","GEN 4","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,0.2,0.2,0.2,12,2007,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,195,25,0.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,57249,"EPP Renewable Energy","Pennsauken Solar","9600 River Road","Pennsauken","NJ",8110,"Camden",39.9894,-75.04,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,"N","X",NA,"Public Service Elec & Gas Co",15477,"NJ",26.4,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
