"","Utility ID.x","Utility Name.x","Plant Code","Plant Name.x","State.x","County.x","Generator ID","Status","Technology","Prime Mover","Sector Name.x","Sector.x","Nameplate Capacity (MW)","Summer Capacity (MW)","Winter Capacity (MW)","Operating Month","Operating Year","Lenses / Mirrors?","Single-Axis Tracking?","Dual-Axis Tracking?","Fixed Tilt?","East West Fixed Tilt?","Parabolic Trough?","Linear Fresnel?","Power Tower?","Dish Engine?","Other Solar Technology?","Azimuth Angle","Tilt Angle","DC Net Capacity (MW)","Crystalline Silicon?","Thin-Film (CdTe)?","Thin-Film (A-Si)?","Thin-Film (CIGS)?","Thin-Film (Other)?","Other Materials?","Net Metering Agreement?","Net Metering DC Capacity (MW)","Virtual Net Metering Agreement?","Virtual Net Metering DC Capacity (MW)","Utility ID.y","Utility Name.y","Plant Name.y","Street Address","City","State.y","Zip","County.y","Latitude","Longitude","NERC Region","Balancing Authority Code","Balancing Authority Name","Name of Water Source","Primary Purpose (NAICS Code)","Regulatory Status","Sector.y","Sector Name.y","FERC Cogeneration Status","FERC Cogeneration Docket Number","FERC Small Power Producer Status","FERC Small Power Producer Docket Number","FERC Exempt Wholesale Generator Status","FERC Exempt Wholesale Generator Docket Number","Ash Impoundment?","Ash Impoundment Lined?","Ash Impoundment Status","Transmission or Distribution System Owner","Transmission or Distribution System Owner ID","Transmission or Distribution System Owner State","Grid Voltage (kV)","Grid Voltage 2 (kV)","Grid Voltage 3 (kV)","Energy Storage","Natural Gas LDC Name","Natural Gas Pipeline Name 1","Natural Gas Pipeline Name 2","Natural Gas Pipeline Name 3","Pipeline Notes","Natural Gas Storage","Liquefied Natural Gas Storage"
"3386",61494,"Radian Generation",62168,"Church Road Solar LLC","NC","Harnett","CHU01","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,5,8,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,5,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61494,"Radian Generation","Church Road Solar LLC","White Memorial Church Road","Angier","NC",27546,"Harnett",35.523663,-78.625352,"SERC","CPLE","Duke Energy Progress East",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","SP-6151 Sub 0","N",NA,NA,NA,NA,"Duke Energy Progress - (NC)",3046,"NC",22.86,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3387",61705,"Boring Solar LLC",62169,"Boring Solar LLC","OR","Clackamas","BSPV2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2.2,2.2,2.2,4,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,3.4,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61705,"Boring Solar LLC","Boring Solar LLC","SE Dunn Road","Sandy","OR",97055,"Clackamas",45.431,-122.285,"WECC","PGE","Portland General Electric Company",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","16-274-000, 16-274-001","N",NA,NA,NA,NA,"Portland General Electric Co",15248,"OR",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"3388",61703,"Ballston Solar LLC",62170,"Ballston Solar LLC","OR","Yamhill","BSPV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2.2,2.2,2.2,12,2018,NA,"N",NA,"Y",NA,NA,NA,NA,NA,"Y",180,20,2.9,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61703,"Ballston Solar LLC","Ballston Solar LLC","SW Ballston Rd","Sheridan","OR",97378,"Yamhill",45.077,-123.395,"WECC","PGE","Portland General Electric Company",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","16-394-000, 16-394-001","N",NA,NA,NA,NA,"Portland General Electric Co",15248,"OR",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"3389",61704,"Labish Solar LLC",62171,"Labish Solar LLC","OR","Marion","LSPV2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2.2,2.2,2.2,12,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,3.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61704,"Labish Solar LLC","Labish Solar LLC","35th Avenue NE","Salem","OR",97303,"Marion",45.023,-122.922,"WECC","PGE","Portland General Electric Company",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","16-992-000, 16-992-001","N",NA,NA,NA,NA,"Portland General Electric Co",15248,"OR",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"3390",61691,"SR Jonesborough II, LLC",62173,"SR Jonesborough","TN","Washington","JONES","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,4.4,4.4,4.4,12,2018,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,50,5,NA,"Y",NA,NA,NA,NA,"N",NA,"N",NA,61691,"SR Jonesborough II, LLC","SR Jonesborough","1171 Old State Route 34","Jonesborough","TN",37659,"Washington",36.252039,-82.520924,"SERC","TVA","Tennessee Valley Authority",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Tennessee Valley Authority",18642,"TN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3391",61724,"New Mexico Renewable Development LLC",62191,"CNMEC Solar Energy Center","NM","Torrance","CNMEC","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2,2,2,10,2018,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.6,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61724,"New Mexico Renewable Development LLC","CNMEC Solar Energy Center","16 Myers Road West","Estancia","NM",97031,"Torrance",34.783205,-106.051092,"WECC","PNM","Public Service Company of New Mexico",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","920254","N",NA,NA,NA,NA,"Public Service Co of NM",15473,"NM",24.9,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3392",63249,"Terraform Arcadia",62193,"Winegar CSG","MN","Waseca","SO377","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,10,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,181,30,1.4,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",1.4,63249,"Terraform Arcadia","Winegar CSG","13000 383rd Avenue","Waseca","MN",56093,"Waseca",44.11283,-93.507258,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Northern States Power Co - Minnesota",13781,"MN",13.8,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3393",63249,"Terraform Arcadia",62194,"Bolduan CSG","MN","Waseca","SO360","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,11,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,181,30,1.4,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",1.4,63249,"Terraform Arcadia","Bolduan CSG","13867 240th Avenue","New Richland","MN",56072,"Waseca",43.906161,-93.489353,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Northern States Power Co - Minnesota",13781,"MN",13.8,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3394",63249,"Terraform Arcadia",62195,"Guse CSG","MN","Waseca","SO371","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,9,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,178,30,1.4,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",1.4,63249,"Terraform Arcadia","Guse CSG","36631 30th St.","Janesville","MN",56048,"Waseca",44.092021,-93.707763,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Northern States Power Co - Minnesota",13781,"MN",13.8,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3395",61700,"Hadley 2 Solar, LLC",62196,"Hadley 2 Solar, LLC CSG","MA","Hampshire","2368","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.9,1.9,1.3,12,2016,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,1,25,2.4,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2.4,61700,"Hadley 2 Solar, LLC","Hadley 2 Solar, LLC CSG","70 Mill Valley Road","Hadley","MA",1035,"Hampshire",42.351237,-72.556505,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF16-1118-000","N",NA,NA,NA,NA,"NSTAR Electric Company",54913,"MA",13.8,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3396",61696,"Solten East Bridgewater 6000, LLC",62197,"East Bridgewater Solar","MA","Plymouth","EBRID","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2.3,2.3,2.3,11,2017,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,2.8,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2.8,61696,"Solten East Bridgewater 6000, LLC","East Bridgewater Solar","234 Thatcher Street","East Bridgewater","MA",2333,"Plymouth",42.059895,-70.981746,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","pending","N",NA,"N",NA,NA,"Massachusetts Electric Co",11804,"MA",13.8,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3397",61693,"Griffin Road Solar, LLC",62198,"Griffin Road Solar, LLC CSG","MA","Worcester","2639","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2,2,1.6,3,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,173,25,2.6,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2.6,61693,"Griffin Road Solar, LLC","Griffin Road Solar, LLC CSG","17 Griffin Road","Charlton","MA",1507,"Worcester",42.146633,-72.004384,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF17-790-000","N",NA,NA,NA,NA,"Massachusetts Electric Co",11804,"MA",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3398",61692,"Ashby Solar, LLC",62199,"Ashby Solar, LLC CSG","MA","Worcester","4472","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.8,1.8,1.4,7,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,6,25,2.3,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2.3,61692,"Ashby Solar, LLC","Ashby Solar, LLC CSG","1180 Ashby State Road","Fitchburg","MA",2132,"Worcester",42.630163,-71.798723,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Unitil Energy Systems",24590,"NH",13.8,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3399",61698,"Dudley Solar, LLC",62201,"Dudley Solar CSG","MA","Worcester","02419","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.9,1.9,1.5,8,2017,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,182,20,2.4,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2.4,61698,"Dudley Solar, LLC","Dudley Solar CSG","55 Dudley Oxford Road","Dudley","MA",1571,"Worcester",42.0539,-71.9229,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF17-787-000","N",NA,NA,NA,NA,"Massachusetts Electric Co",11804,"MA",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3400",61012,"AES Distributed Energy",62202,"Williamsburg","MA","Hampshire","WIL01","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,4,4,4,7,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,6,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",6,61012,"AES Distributed Energy","Williamsburg","699 East Street","Goshen","MA",1096,"Hampshire",42.425855,-72.768999,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF19-295","N",NA,"N",NA,NA,"Massachusetts Electric Co",11804,"MA",13.8,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3401",61725,"Monson Solar, LLC",62203,"Monson Solar, LLC","MA","Hampden","2701","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2,2,1.6,8,2017,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,6,30,2.6,"Y",NA,NA,NA,NA,NA,"Y",0.5,"Y",0.5,61725,"Monson Solar, LLC","Monson Solar, LLC","111 East Hill Road","Monson","MA",1057,"Hampden",42.098292,-72.290071,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF17-792-000","N",NA,NA,NA,NA,"Massachusetts Electric Co",11804,"MA",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3402",61677,"Sol Systems",62204,"Red Toad 5840 Buffalo Road, LLC","NC","Johnston","G5840","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,2,2,2,11,2018,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,180,20,3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61677,"Sol Systems","Red Toad 5840 Buffalo Road, LLC","5688 Buffalo Rd","Selma","NC",27576,"Johnston",35.572873,-78.302297,"SERC","CPLE","Duke Energy Progress East",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","15-533-002","N",NA,NA,NA,NA,"Duke Energy Progress - (NC)",3046,"NC",23,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"3403",61677,"Sol Systems",62205,"Nickelson Solar, LLC","NC","Duplin","GNICK","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5.3,5.3,5.3,12,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,20,7.1,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61677,"Sol Systems","Nickelson Solar, LLC","153 Harry Nicholson Ln","Wallace","NC",28466,"Duplin",34.747103,-77.987375,"SERC","CPLE","Duke Energy Progress East",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","15-812-001","N",NA,NA,NA,NA,"Duke Energy Carolinas, LLC",5416,"NC",23,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"3404",60396,"Constellation New Energy Inc.",62208,"NIST Solar","MD","Montgomery","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,4,4,4,12,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,5,"Y",NA,NA,NA,NA,NA,"Y",5,"N",NA,60396,"Constellation New Energy Inc.","NIST Solar","100 Bureau Drive","Gaithersburg","MD",20899,"Montgomery",39.127,-77.216,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF19-387-000","N",NA,NA,NA,NA,"Potomac Electric Power Co",15270,"MD",13.8,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3405",58970,"Ecoplexus, Inc",62209,"Randolph CSG PV1-5","MN","Dakota","RAND1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,6,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58970,"Ecoplexus, Inc","Randolph CSG PV1-5","29220 Felton Ave","Randolph","MN",55065,"Dakota",44.527671,-92.972111,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF18-1493-000, QF18-1494-000, QF18-1495-000, QF18-1496-000,","N",NA,"N",NA,NA,"Northern States Power Co - Minnesota",13781,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3406",58970,"Ecoplexus, Inc",62209,"Randolph CSG PV1-5","MN","Dakota","RAND2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,6,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58970,"Ecoplexus, Inc","Randolph CSG PV1-5","29220 Felton Ave","Randolph","MN",55065,"Dakota",44.527671,-92.972111,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF18-1493-000, QF18-1494-000, QF18-1495-000, QF18-1496-000,","N",NA,"N",NA,NA,"Northern States Power Co - Minnesota",13781,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3407",58970,"Ecoplexus, Inc",62209,"Randolph CSG PV1-5","MN","Dakota","RAND3","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,6,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58970,"Ecoplexus, Inc","Randolph CSG PV1-5","29220 Felton Ave","Randolph","MN",55065,"Dakota",44.527671,-92.972111,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF18-1493-000, QF18-1494-000, QF18-1495-000, QF18-1496-000,","N",NA,"N",NA,NA,"Northern States Power Co - Minnesota",13781,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3408",58970,"Ecoplexus, Inc",62209,"Randolph CSG PV1-5","MN","Dakota","RAND4","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,6,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58970,"Ecoplexus, Inc","Randolph CSG PV1-5","29220 Felton Ave","Randolph","MN",55065,"Dakota",44.527671,-92.972111,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF18-1493-000, QF18-1494-000, QF18-1495-000, QF18-1496-000,","N",NA,"N",NA,NA,"Northern States Power Co - Minnesota",13781,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3409",58970,"Ecoplexus, Inc",62209,"Randolph CSG PV1-5","MN","Dakota","RAND5","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,6,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58970,"Ecoplexus, Inc","Randolph CSG PV1-5","29220 Felton Ave","Randolph","MN",55065,"Dakota",44.527671,-92.972111,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF18-1493-000, QF18-1494-000, QF18-1495-000, QF18-1496-000,","N",NA,"N",NA,NA,"Northern States Power Co - Minnesota",13781,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3410",58970,"Ecoplexus, Inc",62210,"Felton CSG PV1-5","MN","Dakota","FELT1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,6,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58970,"Ecoplexus, Inc","Felton CSG PV1-5","28220 Felton Ave","Randolph","MN",55065,"Dakota",44.541704,-92.973584,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF18-1469-000, QF18-1489-000, QF18-1490-000, QF18-1491-000","N",NA,"N",NA,NA,"Northern States Power Co - Minnesota",13781,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3411",58970,"Ecoplexus, Inc",62210,"Felton CSG PV1-5","MN","Dakota","FELT2","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,6,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58970,"Ecoplexus, Inc","Felton CSG PV1-5","28220 Felton Ave","Randolph","MN",55065,"Dakota",44.541704,-92.973584,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF18-1469-000, QF18-1489-000, QF18-1490-000, QF18-1491-000","N",NA,"N",NA,NA,"Northern States Power Co - Minnesota",13781,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3412",58970,"Ecoplexus, Inc",62210,"Felton CSG PV1-5","MN","Dakota","FELT3","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,6,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58970,"Ecoplexus, Inc","Felton CSG PV1-5","28220 Felton Ave","Randolph","MN",55065,"Dakota",44.541704,-92.973584,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF18-1469-000, QF18-1489-000, QF18-1490-000, QF18-1491-000","N",NA,"N",NA,NA,"Northern States Power Co - Minnesota",13781,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3413",58970,"Ecoplexus, Inc",62210,"Felton CSG PV1-5","MN","Dakota","FELT4","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,6,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58970,"Ecoplexus, Inc","Felton CSG PV1-5","28220 Felton Ave","Randolph","MN",55065,"Dakota",44.541704,-92.973584,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF18-1469-000, QF18-1489-000, QF18-1490-000, QF18-1491-000","N",NA,"N",NA,NA,"Northern States Power Co - Minnesota",13781,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3414",58970,"Ecoplexus, Inc",62210,"Felton CSG PV1-5","MN","Dakota","FELT5","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,6,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,1.3,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,58970,"Ecoplexus, Inc","Felton CSG PV1-5","28220 Felton Ave","Randolph","MN",55065,"Dakota",44.541704,-92.973584,"MRO","MISO","Midcontinent Independent Transmission System Operator, Inc..",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF18-1469-000, QF18-1489-000, QF18-1490-000, QF18-1491-000","N",NA,"N",NA,NA,"Northern States Power Co - Minnesota",13781,"MN",12.47,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3415",61677,"Sol Systems",62223,"Warren Solar Farm LLC","NC","Sampson","10423","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,5,5,5,7,2019,NA,"Y",NA,"N",NA,NA,NA,NA,NA,NA,180,20,7,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61677,"Sol Systems","Warren Solar Farm LLC","248 West Grove Street","Newton Grove","NC",28366,"Sampson",35.252,-78.369,"SERC","CPLE","Duke Energy Progress East",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","16-1063-001","N",NA,NA,NA,NA,"Duke Energy Progress - (NC)",3046,"NC",22.86,NA,NA,"N",NA,NA,NA,NA,NA,"N","N"
"3416",60025,"Greenbacker Renewable Energy Corporation",62224,"Oak Leaf Solar XXVII LLC","CO","Weld","53971","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,11,2018,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,60025,"Greenbacker Renewable Energy Corporation","Oak Leaf Solar XXVII LLC","2451 E. 8th St.","Greely","CO",80631,"Weld",40.44,-104.64,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","1902-0075","N",NA,NA,NA,NA,"Public Service Co of Colorado",15466,"CO",12.47,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3417",61740,"NJ Solar 1, LLC",62225,"Hunterdon Health System Solar Project","NJ","Hunterdon","PV1","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,2,2019,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,180,25,2,"Y",NA,NA,NA,NA,NA,"N",NA,"N",NA,61740,"NJ Solar 1, LLC","Hunterdon Health System Solar Project","1738 NJ-31","Clinton","NJ",8809,"Hunterdon",40.652,-74.908,"RFC","PJM","PJM Interconnection, LLC",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","QF19-55","N",NA,"N","X",NA,"Jersey Central Power & Lt Co",9726,"NJ",12.4,NA,NA,"N",NA,NA,NA,NA,NA,"X","X"
"3418",61744,"Westminster Renewables, LLC",62226,"Westminster Renewables, LLC CSG","MA","Worcester","2479","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.1,10,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,9,25,2.1,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2.1,61744,"Westminster Renewables, LLC","Westminster Renewables, LLC CSG","233 South Ashburnham Road","Westminster","MA",1473,"Worcester",42.583671,-71.896242,"NPCC","ISNE","ISO New England Inc.",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Massachusetts Electric Co",11804,"MA",13.8,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3419",61756,"Otis Elevator Company",62228,"Otis Elevator Company Solar","SC","Florence","O1614","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1,1,1,5,2018,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,148,25,1.2,"Y",NA,NA,NA,NA,NA,"Y",1.2,"N",NA,61756,"Otis Elevator Company","Otis Elevator Company Solar","1500 Otis Way","Florence","SC",29501,"Florence",34.23933,-79.79227,"SERC","DUK","Duke Energy Carolinas",NA,22,"NR",2,"IPP Non-CHP","N",NA,"N",NA,"N",NA,NA,NA,NA,"Duke Energy Carolinas, LLC",5416,"SC",22.9,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
"3420",60025,"Greenbacker Renewable Energy Corporation",62239,"Oak Leaf Solar XXX LLC (CSG)","CO","Alamosa","53963","OP","Solar Photovoltaic","PV","IPP Non-CHP",2,1.5,1.5,1.5,12,2018,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,"Y",NA,NA,NA,NA,NA,"N",NA,"Y",2,60025,"Greenbacker Renewable Energy Corporation","Oak Leaf Solar XXX LLC (CSG)","8545 Ironfield Road","Alamosa","CO",81101,"Alamosa",37.453381,-105.878021,"WECC","PSCO","Public Service Company of Colorado",NA,22,"NR",2,"IPP Non-CHP","N",NA,"Y","19-233-000","N",NA,NA,NA,NA,"Public Service Co of Colorado",15466,"CO",13.2,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA
